"TIME","GEO","SEX","AGE","ISCED11","UNIT","Value","Flag and Footnotes"
"2012","Slovenia","Males","From 15 to 74 years","No response","Percentage",":",""
"2012","Slovenia","Females","From 15 to 74 years","All ISCED 2011 levels ","Percentage","9.4",""
"2012","Slovenia","Females","From 15 to 74 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","14.2",""
"2012","Slovenia","Females","From 15 to 74 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","10.1",""
"2012","Slovenia","Females","From 15 to 74 years","Tertiary education (levels 5-8)","Percentage","7.1",""
"2012","Slovenia","Females","From 15 to 74 years","No response","Percentage",":",""
"2012","Slovakia","Total","From 15 to 74 years","All ISCED 2011 levels ","Percentage","14.0",""
"2012","Slovakia","Total","From 15 to 74 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","44.6",""
"2012","Slovakia","Total","From 15 to 74 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","13.5",""
"2012","Slovakia","Total","From 15 to 74 years","Tertiary education (levels 5-8)","Percentage","6.8",""
"2012","Slovakia","Total","From 15 to 74 years","No response","Percentage",":",""
"2012","Slovakia","Males","From 15 to 74 years","All ISCED 2011 levels ","Percentage","13.5",""
"2012","Slovakia","Males","From 15 to 74 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","48.2",""
"2012","Slovakia","Males","From 15 to 74 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","12.7",""
"2012","Slovakia","Males","From 15 to 74 years","Tertiary education (levels 5-8)","Percentage","5.9",""
"2012","Slovakia","Males","From 15 to 74 years","No response","Percentage",":",""
"2012","Slovakia","Females","From 15 to 74 years","All ISCED 2011 levels ","Percentage","14.5",""
"2012","Slovakia","Females","From 15 to 74 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","40.8",""
"2012","Slovakia","Females","From 15 to 74 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","14.5",""
"2012","Slovakia","Females","From 15 to 74 years","Tertiary education (levels 5-8)","Percentage","7.6",""
"2012","Slovakia","Females","From 15 to 74 years","No response","Percentage",":",""
"2012","Finland","Total","From 15 to 74 years","All ISCED 2011 levels ","Percentage","7.7",""
"2012","Finland","Total","From 15 to 74 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","16.0",""
"2012","Finland","Total","From 15 to 74 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","8.2",""
"2012","Finland","Total","From 15 to 74 years","Tertiary education (levels 5-8)","Percentage","3.9",""
"2012","Finland","Total","From 15 to 74 years","No response","Percentage",":",""
"2012","Finland","Males","From 15 to 74 years","All ISCED 2011 levels ","Percentage","8.3",""
"2012","Finland","Males","From 15 to 74 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","14.6",""
"2012","Finland","Males","From 15 to 74 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","8.7",""
"2012","Finland","Males","From 15 to 74 years","Tertiary education (levels 5-8)","Percentage","4.4",""
"2012","Finland","Males","From 15 to 74 years","No response","Percentage",":",""
"2012","Finland","Females","From 15 to 74 years","All ISCED 2011 levels ","Percentage","7.1",""
"2012","Finland","Females","From 15 to 74 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","17.9",""
"2012","Finland","Females","From 15 to 74 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","7.6",""
"2012","Finland","Females","From 15 to 74 years","Tertiary education (levels 5-8)","Percentage","3.5",""
"2012","Finland","Females","From 15 to 74 years","No response","Percentage",":",""
"2012","Sweden","Total","From 15 to 74 years","All ISCED 2011 levels ","Percentage","8.0",""
"2012","Sweden","Total","From 15 to 74 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","17.6",""
"2012","Sweden","Total","From 15 to 74 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","7.1",""
"2012","Sweden","Total","From 15 to 74 years","Tertiary education (levels 5-8)","Percentage","4.4",""
"2012","Sweden","Total","From 15 to 74 years","No response","Percentage","21.6","u"
"2012","Sweden","Males","From 15 to 74 years","All ISCED 2011 levels ","Percentage","8.2",""
"2012","Sweden","Males","From 15 to 74 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","17.2",""
"2012","Sweden","Males","From 15 to 74 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","6.9",""
"2012","Sweden","Males","From 15 to 74 years","Tertiary education (levels 5-8)","Percentage","4.9",""
"2012","Sweden","Males","From 15 to 74 years","No response","Percentage","20.8","u"
"2012","Sweden","Females","From 15 to 74 years","All ISCED 2011 levels ","Percentage","7.7",""
"2012","Sweden","Females","From 15 to 74 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","18.1",""
"2012","Sweden","Females","From 15 to 74 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","7.4",""
"2012","Sweden","Females","From 15 to 74 years","Tertiary education (levels 5-8)","Percentage","3.9",""
"2012","Sweden","Females","From 15 to 74 years","No response","Percentage",":","u"
"2012","United Kingdom","Total","From 15 to 74 years","All ISCED 2011 levels ","Percentage","7.9",""
"2012","United Kingdom","Total","From 15 to 74 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","13.9",""
"2012","United Kingdom","Total","From 15 to 74 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","8.6",""
"2012","United Kingdom","Total","From 15 to 74 years","Tertiary education (levels 5-8)","Percentage","4.3",""
"2012","United Kingdom","Total","From 15 to 74 years","No response","Percentage","9.4",""
"2012","United Kingdom","Males","From 15 to 74 years","All ISCED 2011 levels ","Percentage","8.4",""
"2012","United Kingdom","Males","From 15 to 74 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","15.0",""
"2012","United Kingdom","Males","From 15 to 74 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","8.8",""
"2012","United Kingdom","Males","From 15 to 74 years","Tertiary education (levels 5-8)","Percentage","4.3",""
"2012","United Kingdom","Males","From 15 to 74 years","No response","Percentage","10.1",""
"2012","United Kingdom","Females","From 15 to 74 years","All ISCED 2011 levels ","Percentage","7.4",""
"2012","United Kingdom","Females","From 15 to 74 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","12.6",""
"2012","United Kingdom","Females","From 15 to 74 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","8.3",""
"2012","United Kingdom","Females","From 15 to 74 years","Tertiary education (levels 5-8)","Percentage","4.3",""
"2012","United Kingdom","Females","From 15 to 74 years","No response","Percentage","8.3",""
"2012","Iceland","Total","From 15 to 74 years","All ISCED 2011 levels ","Percentage","6.0",""
"2012","Iceland","Total","From 15 to 74 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","10.3",""
"2012","Iceland","Total","From 15 to 74 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","4.8",""
"2012","Iceland","Total","From 15 to 74 years","Tertiary education (levels 5-8)","Percentage","2.9",""
"2012","Iceland","Total","From 15 to 74 years","No response","Percentage",":","u"
"2012","Iceland","Males","From 15 to 74 years","All ISCED 2011 levels ","Percentage","6.3",""
"2012","Iceland","Males","From 15 to 74 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","11.0",""
"2012","Iceland","Males","From 15 to 74 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","4.4",""
"2012","Iceland","Males","From 15 to 74 years","Tertiary education (levels 5-8)","Percentage","3.7",""
"2012","Iceland","Males","From 15 to 74 years","No response","Percentage",":",""
"2012","Iceland","Females","From 15 to 74 years","All ISCED 2011 levels ","Percentage","5.7",""
"2012","Iceland","Females","From 15 to 74 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","9.6",""
"2012","Iceland","Females","From 15 to 74 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","5.4",""
"2012","Iceland","Females","From 15 to 74 years","Tertiary education (levels 5-8)","Percentage","2.3",""
"2012","Iceland","Females","From 15 to 74 years","No response","Percentage",":","u"
"2012","Norway","Total","From 15 to 74 years","All ISCED 2011 levels ","Percentage","3.1",""
"2012","Norway","Total","From 15 to 74 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","6.2",""
"2012","Norway","Total","From 15 to 74 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","2.7",""
"2012","Norway","Total","From 15 to 74 years","Tertiary education (levels 5-8)","Percentage","1.8",""
"2012","Norway","Total","From 15 to 74 years","No response","Percentage","15.0",""
"2012","Norway","Males","From 15 to 74 years","All ISCED 2011 levels ","Percentage","3.6",""
"2012","Norway","Males","From 15 to 74 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","6.8",""
"2012","Norway","Males","From 15 to 74 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","2.9",""
"2012","Norway","Males","From 15 to 74 years","Tertiary education (levels 5-8)","Percentage","2.3",""
"2012","Norway","Males","From 15 to 74 years","No response","Percentage","15.7",""
"2012","Norway","Females","From 15 to 74 years","All ISCED 2011 levels ","Percentage","2.6",""
"2012","Norway","Females","From 15 to 74 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","5.5",""
"2012","Norway","Females","From 15 to 74 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","2.4",""
"2012","Norway","Females","From 15 to 74 years","Tertiary education (levels 5-8)","Percentage","1.4",""
"2012","Norway","Females","From 15 to 74 years","No response","Percentage","14.4",""
"2012","Switzerland","Total","From 15 to 74 years","All ISCED 2011 levels ","Percentage","4.2",""
"2012","Switzerland","Total","From 15 to 74 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","7.5",""
"2012","Switzerland","Total","From 15 to 74 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","4.1",""
"2012","Switzerland","Total","From 15 to 74 years","Tertiary education (levels 5-8)","Percentage","2.8",""
"2012","Switzerland","Total","From 15 to 74 years","No response","Percentage",":","u"
"2012","Switzerland","Males","From 15 to 74 years","All ISCED 2011 levels ","Percentage","4.0",""
"2012","Switzerland","Males","From 15 to 74 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","7.7",""
"2012","Switzerland","Males","From 15 to 74 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","4.1",""
"2012","Switzerland","Males","From 15 to 74 years","Tertiary education (levels 5-8)","Percentage","2.4",""
"2012","Switzerland","Males","From 15 to 74 years","No response","Percentage",":","u"
"2012","Switzerland","Females","From 15 to 74 years","All ISCED 2011 levels ","Percentage","4.5",""
"2012","Switzerland","Females","From 15 to 74 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","7.4",""
"2012","Switzerland","Females","From 15 to 74 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","4.1",""
"2012","Switzerland","Females","From 15 to 74 years","Tertiary education (levels 5-8)","Percentage","3.4",""
"2012","Switzerland","Females","From 15 to 74 years","No response","Percentage",":","u"
"2012","Former Yugoslav Republic of Macedonia, the","Total","From 15 to 74 years","All ISCED 2011 levels ","Percentage","31.0",""
"2012","Former Yugoslav Republic of Macedonia, the","Total","From 15 to 74 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","37.8",""
"2012","Former Yugoslav Republic of Macedonia, the","Total","From 15 to 74 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","31.4",""
"2012","Former Yugoslav Republic of Macedonia, the","Total","From 15 to 74 years","Tertiary education (levels 5-8)","Percentage","22.5",""
"2012","Former Yugoslav Republic of Macedonia, the","Total","From 15 to 74 years","No response","Percentage",":",""
"2012","Former Yugoslav Republic of Macedonia, the","Males","From 15 to 74 years","All ISCED 2011 levels ","Percentage","31.5",""
"2012","Former Yugoslav Republic of Macedonia, the","Males","From 15 to 74 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","40.7",""
"2012","Former Yugoslav Republic of Macedonia, the","Males","From 15 to 74 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","31.0",""
"2012","Former Yugoslav Republic of Macedonia, the","Males","From 15 to 74 years","Tertiary education (levels 5-8)","Percentage","18.8",""
"2012","Former Yugoslav Republic of Macedonia, the","Males","From 15 to 74 years","No response","Percentage",":",""
"2012","Former Yugoslav Republic of Macedonia, the","Females","From 15 to 74 years","All ISCED 2011 levels ","Percentage","30.3",""
"2012","Former Yugoslav Republic of Macedonia, the","Females","From 15 to 74 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","32.3",""
"2012","Former Yugoslav Republic of Macedonia, the","Females","From 15 to 74 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","31.9",""
"2012","Former Yugoslav Republic of Macedonia, the","Females","From 15 to 74 years","Tertiary education (levels 5-8)","Percentage","26.0",""
"2012","Former Yugoslav Republic of Macedonia, the","Females","From 15 to 74 years","No response","Percentage",":",""
"2012","Turkey","Total","From 15 to 74 years","All ISCED 2011 levels ","Percentage","8.2",""
"2012","Turkey","Total","From 15 to 74 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","7.5",""
"2012","Turkey","Total","From 15 to 74 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","9.6",""
"2012","Turkey","Total","From 15 to 74 years","Tertiary education (levels 5-8)","Percentage","8.9",""
"2012","Turkey","Total","From 15 to 74 years","No response","Percentage",":",""
"2012","Turkey","Males","From 15 to 74 years","All ISCED 2011 levels ","Percentage","7.7",""
"2012","Turkey","Males","From 15 to 74 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","8.1",""
"2012","Turkey","Males","From 15 to 74 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","7.4",""
"2012","Turkey","Males","From 15 to 74 years","Tertiary education (levels 5-8)","Percentage","6.5",""
"2012","Turkey","Males","From 15 to 74 years","No response","Percentage",":",""
"2012","Turkey","Females","From 15 to 74 years","All ISCED 2011 levels ","Percentage","9.4",""
"2012","Turkey","Females","From 15 to 74 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","6.1",""
"2012","Turkey","Females","From 15 to 74 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","16.8",""
"2012","Turkey","Females","From 15 to 74 years","Tertiary education (levels 5-8)","Percentage","13.0",""
"2012","Turkey","Females","From 15 to 74 years","No response","Percentage",":",""
"2013","European Union (28 countries)","Total","From 15 to 74 years","All ISCED 2011 levels ","Percentage","10.8",""
"2013","European Union (28 countries)","Total","From 15 to 74 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","19.2",""
"2013","European Union (28 countries)","Total","From 15 to 74 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","10.0",""
"2013","European Union (28 countries)","Total","From 15 to 74 years","Tertiary education (levels 5-8)","Percentage","6.4",""
"2013","European Union (28 countries)","Total","From 15 to 74 years","No response","Percentage","11.2",""
"2013","European Union (28 countries)","Males","From 15 to 74 years","All ISCED 2011 levels ","Percentage","10.8",""
"2013","European Union (28 countries)","Males","From 15 to 74 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","19.5",""
"2013","European Union (28 countries)","Males","From 15 to 74 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","9.6",""
"2013","European Union (28 countries)","Males","From 15 to 74 years","Tertiary education (levels 5-8)","Percentage","5.8",""
"2013","European Union (28 countries)","Males","From 15 to 74 years","No response","Percentage","11.6",""
"2013","European Union (28 countries)","Females","From 15 to 74 years","All ISCED 2011 levels ","Percentage","10.9",""
"2013","European Union (28 countries)","Females","From 15 to 74 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","18.8",""
"2013","European Union (28 countries)","Females","From 15 to 74 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","10.5",""
"2013","European Union (28 countries)","Females","From 15 to 74 years","Tertiary education (levels 5-8)","Percentage","7.0",""
"2013","European Union (28 countries)","Females","From 15 to 74 years","No response","Percentage","10.7",""
"2013","European Union (27 countries)","Total","From 15 to 74 years","All ISCED 2011 levels ","Percentage","10.8",""
"2013","European Union (27 countries)","Total","From 15 to 74 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","19.2",""
"2013","European Union (27 countries)","Total","From 15 to 74 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","9.9",""
"2013","European Union (27 countries)","Total","From 15 to 74 years","Tertiary education (levels 5-8)","Percentage","6.4",""
"2013","European Union (27 countries)","Total","From 15 to 74 years","No response","Percentage","11.2",""
"2013","European Union (27 countries)","Males","From 15 to 74 years","All ISCED 2011 levels ","Percentage","10.7",""
"2013","European Union (27 countries)","Males","From 15 to 74 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","19.5",""
"2013","European Union (27 countries)","Males","From 15 to 74 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","9.5",""
"2013","European Union (27 countries)","Males","From 15 to 74 years","Tertiary education (levels 5-8)","Percentage","5.8",""
"2013","European Union (27 countries)","Males","From 15 to 74 years","No response","Percentage","11.6",""
"2013","European Union (27 countries)","Females","From 15 to 74 years","All ISCED 2011 levels ","Percentage","10.8",""
"2013","European Union (27 countries)","Females","From 15 to 74 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","18.8",""
"2013","European Union (27 countries)","Females","From 15 to 74 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","10.4",""
"2013","European Union (27 countries)","Females","From 15 to 74 years","Tertiary education (levels 5-8)","Percentage","6.9",""
"2013","European Union (27 countries)","Females","From 15 to 74 years","No response","Percentage","10.6",""
"2013","European Union (15 countries)","Total","From 15 to 74 years","All ISCED 2011 levels ","Percentage","11.0",""
"2013","European Union (15 countries)","Total","From 15 to 74 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","19.5",""
"2013","European Union (15 countries)","Total","From 15 to 74 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","9.7",""
"2013","European Union (15 countries)","Total","From 15 to 74 years","Tertiary education (levels 5-8)","Percentage","6.6",""
"2013","European Union (15 countries)","Total","From 15 to 74 years","No response","Percentage","11.2",""
"2013","European Union (15 countries)","Males","From 15 to 74 years","All ISCED 2011 levels ","Percentage","11.0",""
"2013","European Union (15 countries)","Males","From 15 to 74 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","19.6",""
"2013","European Union (15 countries)","Males","From 15 to 74 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","9.4",""
"2013","European Union (15 countries)","Males","From 15 to 74 years","Tertiary education (levels 5-8)","Percentage","6.0",""
"2013","European Union (15 countries)","Males","From 15 to 74 years","No response","Percentage","11.7",""
"2013","European Union (15 countries)","Females","From 15 to 74 years","All ISCED 2011 levels ","Percentage","11.0",""
"2013","European Union (15 countries)","Females","From 15 to 74 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","19.3",""
"2013","European Union (15 countries)","Females","From 15 to 74 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","10.1",""
"2013","European Union (15 countries)","Females","From 15 to 74 years","Tertiary education (levels 5-8)","Percentage","7.1",""
"2013","European Union (15 countries)","Females","From 15 to 74 years","No response","Percentage","10.6",""
"2013","Euro area (19 countries)","Total","From 15 to 74 years","All ISCED 2011 levels ","Percentage","12.0",""
"2013","Euro area (19 countries)","Total","From 15 to 74 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","20.5",""
"2013","Euro area (19 countries)","Total","From 15 to 74 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","10.3",""
"2013","Euro area (19 countries)","Total","From 15 to 74 years","Tertiary education (levels 5-8)","Percentage","7.4",""
"2013","Euro area (19 countries)","Total","From 15 to 74 years","No response","Percentage","13.2",""
"2013","Euro area (19 countries)","Males","From 15 to 74 years","All ISCED 2011 levels ","Percentage","11.9",""
"2013","Euro area (19 countries)","Males","From 15 to 74 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","20.6",""
"2013","Euro area (19 countries)","Males","From 15 to 74 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","9.9",""
"2013","Euro area (19 countries)","Males","From 15 to 74 years","Tertiary education (levels 5-8)","Percentage","6.5",""
"2013","Euro area (19 countries)","Males","From 15 to 74 years","No response","Percentage","13.5",""
"2013","Euro area (19 countries)","Females","From 15 to 74 years","All ISCED 2011 levels ","Percentage","12.1",""
"2013","Euro area (19 countries)","Females","From 15 to 74 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","20.4",""
"2013","Euro area (19 countries)","Females","From 15 to 74 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","10.8",""
"2013","Euro area (19 countries)","Females","From 15 to 74 years","Tertiary education (levels 5-8)","Percentage","8.2",""
"2013","Euro area (19 countries)","Females","From 15 to 74 years","No response","Percentage","12.9",""
"2013","Euro area (18 countries)","Total","From 15 to 74 years","All ISCED 2011 levels ","Percentage","12.0",""
"2013","Euro area (18 countries)","Total","From 15 to 74 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","20.5",""
"2013","Euro area (18 countries)","Total","From 15 to 74 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","10.3",""
"2013","Euro area (18 countries)","Total","From 15 to 74 years","Tertiary education (levels 5-8)","Percentage","7.4",""
"2013","Euro area (18 countries)","Total","From 15 to 74 years","No response","Percentage","13.2",""
"2013","Euro area (18 countries)","Males","From 15 to 74 years","All ISCED 2011 levels ","Percentage","11.9",""
"2013","Euro area (18 countries)","Males","From 15 to 74 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","20.6",""
"2013","Euro area (18 countries)","Males","From 15 to 74 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","9.9",""
"2013","Euro area (18 countries)","Males","From 15 to 74 years","Tertiary education (levels 5-8)","Percentage","6.5",""
"2013","Euro area (18 countries)","Males","From 15 to 74 years","No response","Percentage","13.5",""
"2013","Euro area (18 countries)","Females","From 15 to 74 years","All ISCED 2011 levels ","Percentage","12.1",""
"2013","Euro area (18 countries)","Females","From 15 to 74 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","20.4",""
"2013","Euro area (18 countries)","Females","From 15 to 74 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","10.8",""
"2013","Euro area (18 countries)","Females","From 15 to 74 years","Tertiary education (levels 5-8)","Percentage","8.3",""
"2013","Euro area (18 countries)","Females","From 15 to 74 years","No response","Percentage","12.9",""
"2013","Euro area (17 countries)","Total","From 15 to 74 years","All ISCED 2011 levels ","Percentage","12.0",""
"2013","Euro area (17 countries)","Total","From 15 to 74 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","20.5",""
"2013","Euro area (17 countries)","Total","From 15 to 74 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","10.3",""
"2013","Euro area (17 countries)","Total","From 15 to 74 years","Tertiary education (levels 5-8)","Percentage","7.4",""
"2013","Euro area (17 countries)","Total","From 15 to 74 years","No response","Percentage","13.2",""
"2013","Euro area (17 countries)","Males","From 15 to 74 years","All ISCED 2011 levels ","Percentage","11.8",""
"2013","Euro area (17 countries)","Males","From 15 to 74 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","20.6",""
"2013","Euro area (17 countries)","Males","From 15 to 74 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","9.9",""
"2013","Euro area (17 countries)","Males","From 15 to 74 years","Tertiary education (levels 5-8)","Percentage","6.5",""
"2013","Euro area (17 countries)","Males","From 15 to 74 years","No response","Percentage","13.5",""
"2013","Euro area (17 countries)","Females","From 15 to 74 years","All ISCED 2011 levels ","Percentage","12.1",""
"2013","Euro area (17 countries)","Females","From 15 to 74 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","20.4",""
"2013","Euro area (17 countries)","Females","From 15 to 74 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","10.8",""
"2013","Euro area (17 countries)","Females","From 15 to 74 years","Tertiary education (levels 5-8)","Percentage","8.3",""
"2013","Euro area (17 countries)","Females","From 15 to 74 years","No response","Percentage","12.9",""
"2013","Belgium","Total","From 15 to 74 years","All ISCED 2011 levels ","Percentage","8.4",""
"2013","Belgium","Total","From 15 to 74 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","15.8",""
"2013","Belgium","Total","From 15 to 74 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","8.2",""
"2013","Belgium","Total","From 15 to 74 years","Tertiary education (levels 5-8)","Percentage","4.9",""
"2013","Belgium","Total","From 15 to 74 years","No response","Percentage",":",""
"2013","Belgium","Males","From 15 to 74 years","All ISCED 2011 levels ","Percentage","8.7",""
"2013","Belgium","Males","From 15 to 74 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","16.0",""
"2013","Belgium","Males","From 15 to 74 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","8.0",""
"2013","Belgium","Males","From 15 to 74 years","Tertiary education (levels 5-8)","Percentage","4.6",""
"2013","Belgium","Males","From 15 to 74 years","No response","Percentage",":",""
"2013","Belgium","Females","From 15 to 74 years","All ISCED 2011 levels ","Percentage","8.2",""
"2013","Belgium","Females","From 15 to 74 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","15.5",""
"2013","Belgium","Females","From 15 to 74 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","8.6",""
"2013","Belgium","Females","From 15 to 74 years","Tertiary education (levels 5-8)","Percentage","5.2",""
"2013","Belgium","Females","From 15 to 74 years","No response","Percentage",":",""
"2013","Bulgaria","Total","From 15 to 74 years","All ISCED 2011 levels ","Percentage","13.0",""
"2013","Bulgaria","Total","From 15 to 74 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","29.9",""
"2013","Bulgaria","Total","From 15 to 74 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","12.3",""
"2013","Bulgaria","Total","From 15 to 74 years","Tertiary education (levels 5-8)","Percentage","6.4",""
"2013","Bulgaria","Total","From 15 to 74 years","No response","Percentage",":",""
"2013","Bulgaria","Males","From 15 to 74 years","All ISCED 2011 levels ","Percentage","13.9",""
"2013","Bulgaria","Males","From 15 to 74 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","30.3",""
"2013","Bulgaria","Males","From 15 to 74 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","12.8",""
"2013","Bulgaria","Males","From 15 to 74 years","Tertiary education (levels 5-8)","Percentage","6.5",""
"2013","Bulgaria","Males","From 15 to 74 years","No response","Percentage",":",""
"2013","Bulgaria","Females","From 15 to 74 years","All ISCED 2011 levels ","Percentage","11.8",""
"2013","Bulgaria","Females","From 15 to 74 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","29.3",""
"2013","Bulgaria","Females","From 15 to 74 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","11.7",""
"2013","Bulgaria","Females","From 15 to 74 years","Tertiary education (levels 5-8)","Percentage","6.4",""
"2013","Bulgaria","Females","From 15 to 74 years","No response","Percentage",":",""
"2013","Czech Republic","Total","From 15 to 74 years","All ISCED 2011 levels ","Percentage","7.0",""
"2013","Czech Republic","Total","From 15 to 74 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","25.6",""
"2013","Czech Republic","Total","From 15 to 74 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","6.8",""
